file,positive_slices
train/2013/TOR_131101_033937_KILN_477720_X9.nc,3
train/2013/TOR_131101_044213_KILN_477819_I6.nc,2 3
train/2013/TOR_131101_050624_KILN_483178_I6.nc,3
train/2013/TOR_131117_165348_KILX_483766_R2.nc,3
train/2013/TOR_131117_165348_KILX_483772_R2.nc,3
train/2013/TOR_131117_165831_KILX_483775_R2.nc,3
train/2013/TOR_131117_170314_KILX_483775_R2.nc,2 3
train/2013/TOR_131117_170757_KILX_483775_R2.nc,1 2 3
train/2013/TOR_131117_171241_KILX_483775_R2.nc,0 1 2 3
train/2013/TOR_131117_171241_KILX_483781_R2.nc,3
train/2013/TOR_131117_171724_KILX_483781_R2.nc,2 3
train/2013/TOR_131117_172207_KILX_483781_R2.nc,1 2 3
train/2013/TOR_131117_172649_KILX_483781_R2.nc,0 1 2 3
train/2013/TOR_131117_173132_KILX_482457_Q5.nc,3
train/2013/TOR_131117_173132_KILX_483781_R2.nc,0 1 2 3
train/2013/TOR_131117_173132_KILX_484024_R2.nc,3
train/2013/TOR_131117_173616_KILX_484024_R2.nc,2 3
train/2013/TOR_131117_174100_KILX_484024_R2.nc,1 2 3
train/2013/TOR_131117_174100_KILX_484025_R2.nc,3
train/2013/TOR_131117_174100_KILX_484026_R2.nc,3
train/2013/TOR_131117_174543_KILX_484025_R2.nc,2 3
train/2013/TOR_131117_174543_KILX_484026_R2.nc,2 3
train/2013/TOR_131117_181401_KILX_483782_D1.nc,3
train/2013/TOR_131117_181442_KVWX_482452_G5.nc,3
train/2013/TOR_131117_181836_KVWX_482452_G5.nc,2 3
train/2013/TOR_131117_181843_KILX_483782_N5.nc,2 3
train/2013/TOR_131117_182011_KLOT_484027_L8.nc,3
train/2013/TOR_131117_182325_KILX_482459_X5.nc,3
train/2013/TOR_131117_182451_KLOT_484027_L8.nc,2 3
train/2013/TOR_131117_182451_KLOT_484030_L8.nc,3
train/2013/TOR_131117_182808_KILX_482459_X5.nc,2 3
train/2013/TOR_131117_182808_KILX_483784_X5.nc,3
train/2013/TOR_131117_182808_KILX_483785_W4.nc,3
train/2013/TOR_131117_182931_KLOT_484030_L8.nc,2 3
train/2013/TOR_131117_183250_KILX_483784_X5.nc,2 3
train/2013/TOR_131117_183250_KILX_483785_W4.nc,2 3
train/2013/TOR_131117_183733_KILX_483785_W4.nc,1 2 3
train/2013/TOR_131117_183733_KILX_483786_W4.nc,3
train/2013/TOR_131117_184057_KLOT_484032_L8.nc,3
train/2013/TOR_131117_184216_KILX_483786_W4.nc,2 3
train/2013/TOR_131117_184216_KILX_483864_W4.nc,3
train/2013/TOR_131117_184538_KLOT_484032_U8.nc,2 3
train/2013/TOR_131117_184659_KILX_483864_W4.nc,2 3
train/2013/TOR_131117_184659_KILX_483893_Y2.nc,3
train/2013/TOR_131117_184659_KILX_483895_G6.nc,3
train/2013/TOR_131117_185141_KILX_483864_W4.nc,1 2 3
train/2013/TOR_131117_185141_KILX_483887_W4.nc,3
train/2013/TOR_131117_185141_KILX_483893_N7.nc,2 3
train/2013/TOR_131117_185141_KILX_483895_G6.nc,2 3
train/2013/TOR_131117_185624_KILX_483887_W4.nc,2 3
train/2013/TOR_131117_185624_KILX_483893_Y2.nc,1 2 3
train/2013/TOR_131117_185937_KLOT_484033_J2.nc,3
train/2013/TOR_131117_185937_KLOT_484035_J2.nc,3
train/2013/TOR_131117_190550_KILX_483894_Y2.nc,2 3
train/2013/TOR_131117_190550_KILX_483896_W4.nc,2 3
train/2013/TOR_131117_190659_KVWX_482624_J8.nc,3
train/2013/TOR_131117_190659_KVWX_482626_Y5.nc,3
train/2013/TOR_131117_191035_KILX_483894_Y2.nc,1 2 3
train/2013/TOR_131117_191035_KILX_483896_W4.nc,1 2 3
train/2013/TOR_131117_191141_KVWX_482626_Y5.nc,2 3
train/2013/TOR_131117_191336_KLOT_484039_W3.nc,3
train/2013/TOR_131117_191518_KILX_483894_Y2.nc,0 1 2 3
train/2013/TOR_131117_191518_KILX_483896_W4.nc,0 1 2 3
train/2013/TOR_131117_191622_KVWX_482626_P0.nc,1 2 3
train/2013/TOR_131117_191816_KLOT_484068_W3.nc,3
train/2013/TOR_131117_192000_KILX_483896_W4.nc,0 1 2 3
train/2013/TOR_131117_192103_KVWX_482626_P0.nc,0 1 2 3
train/2013/TOR_131117_192208_KIND_485057_F0.nc,3
train/2013/TOR_131117_192256_KLOT_484068_H5.nc,2 3
train/2013/TOR_131117_192635_KIND_485058_F0.nc,2 3
train/2013/TOR_131117_192735_KLOT_484074_F5.nc,3
train/2013/TOR_131117_192735_KLOT_484079_F5.nc,3
train/2013/TOR_131117_193025_KVWX_482620_Y5.nc,3
train/2013/TOR_131117_193025_KVWX_482622_Y5.nc,3
train/2013/TOR_131117_193046_KIND_485110_X8.nc,3
train/2013/TOR_131117_193215_KLOT_484079_X6.nc,2 3
train/2013/TOR_131117_193459_KIND_485110_X8.nc,2 3
train/2013/TOR_131117_193507_KVWX_482622_Y5.nc,2 3
train/2013/TOR_131117_193507_KVWX_482623_Y5.nc,2 3
train/2013/TOR_131117_193910_KIND_484082_T7.nc,3
train/2013/TOR_131117_193910_KIND_485110_X8.nc,1 2 3
train/2013/TOR_131117_193949_KVWX_482622_Y5.nc,1 2 3
train/2013/TOR_131117_194322_KIND_483264_M2.nc,3
train/2013/TOR_131117_194322_KIND_484082_M2.nc,2 3
train/2013/TOR_131117_194322_KIND_485111_X8.nc,3
train/2013/TOR_131117_194322_KIND_485112_X8.nc,3
train/2013/TOR_131117_194431_KVWX_482622_Y5.nc,0 1 2 3
train/2013/TOR_131117_194431_KVWX_482625_Y5.nc,3
train/2013/TOR_131117_194747_KIND_482731_B1.nc,3
train/2013/TOR_131117_194747_KIND_483264_V1.nc,2 3
train/2013/TOR_131117_194747_KIND_485895_V1.nc,3
train/2013/TOR_131117_194912_KVWX_482625_Y5.nc,2 3
train/2013/TOR_131117_195052_KLOT_484084_X6.nc,3
train/2013/TOR_131117_195212_KIND_482746_X8.nc,3
train/2013/TOR_131117_195212_KIND_482755_X8.nc,3
train/2013/TOR_131117_195212_KIND_483207_T7.nc,3
train/2013/TOR_131117_195212_KIND_483264_T7.nc,1 2 3
train/2013/TOR_131117_195212_KIND_485133_T7.nc,3
train/2013/TOR_131117_195212_KIND_485368_X8.nc,3
train/2013/TOR_131117_195212_KIND_485895_X8.nc,2 3
train/2013/TOR_131117_195212_KIND_671223_T7.nc,3
train/2013/TOR_131117_195349_KGRR_478639_J9.nc,3
train/2013/TOR_131117_195353_KVWX_482009_Y5.nc,3
train/2013/TOR_131117_195353_KVWX_482625_Y5.nc,1 2 3
train/2013/TOR_131117_195518_KLOT_484084_X6.nc,2 3
train/2013/TOR_131117_195653_KIND_482737_X8.nc,3
train/2013/TOR_131117_195653_KIND_483207_T7.nc,2 3
train/2013/TOR_131117_195653_KIND_485133_T7.nc,2 3
train/2013/TOR_131117_195653_KIND_485368_X8.nc,2 3
train/2013/TOR_131117_195653_KIND_671223_T7.nc,2 3
train/2013/TOR_131117_195811_KGRR_478639_Q5.nc,2 3
train/2013/TOR_131117_195811_KGRR_478640_Q5.nc,3
train/2013/TOR_131117_195834_KVWX_482009_Y5.nc,2 3
train/2013/TOR_131117_195928_KLOT_484084_X6.nc,1 2 3
train/2013/TOR_131117_200153_KIND_485133_X8.nc,1 2 3
train/2013/TOR_131117_200153_KIND_485368_X8.nc,1 2 3
train/2013/TOR_131117_200153_KIND_485371_X8.nc,3
train/2013/TOR_131117_200233_KGRR_478640_Q5.nc,2 3
train/2013/TOR_131117_200315_KVWX_482009_Y5.nc,1 2 3
train/2013/TOR_131117_200348_KIWX_480468_P2.nc,3
train/2013/TOR_131117_200603_KPAH_480993_F9.nc,3
train/2013/TOR_131117_200647_KIND_485371_X8.nc,2 3
train/2013/TOR_131117_200647_KIND_485390_X8.nc,3
train/2013/TOR_131117_200655_KGRR_478640_A7.nc,2 3
train/2013/TOR_131117_200806_KIWX_479369_A9.nc,3
train/2013/TOR_131117_200806_KIWX_480468_P2.nc,2 3
train/2013/TOR_131117_201040_KPAH_480993_F9.nc,2 3
train/2013/TOR_131117_201118_KGRR_478640_A8.nc,1 2 3
train/2013/TOR_131117_201141_KIND_485095_R1.nc,3
train/2013/TOR_131117_201141_KIND_485390_X8.nc,2 3
train/2013/TOR_131117_201225_KIWX_480468_P2.nc,1 2 3
train/2013/TOR_131117_201518_KPAH_480993_F9.nc,1 2 3
train/2013/TOR_131117_201540_KGRR_478640_A8.nc,0 1 2 3
train/2013/TOR_131117_201637_KIND_485059_X8.nc,3
train/2013/TOR_131117_201637_KIND_485071_R1.nc,3
train/2013/TOR_131117_201637_KIND_485095_R1.nc,2 3
train/2013/TOR_131117_201637_KIND_485390_X8.nc,1 2 3
train/2013/TOR_131117_201955_KPAH_480989_F9.nc,3
train/2013/TOR_131117_201955_KPAH_480993_F9.nc,0 1 2 3
train/2013/TOR_131117_202004_KGRR_492379_A8.nc,3
train/2013/TOR_131117_202102_KIWX_479457_U0.nc,3
train/2013/TOR_131117_202131_KIND_485059_X8.nc,2 3
train/2013/TOR_131117_202131_KIND_485071_R1.nc,2 3
train/2013/TOR_131117_202201_KVWX_482727_Y5.nc,2 3
train/2013/TOR_131117_202432_KPAH_480989_F9.nc,2 3
train/2013/TOR_131117_202432_KPAH_480990_F9.nc,3
train/2013/TOR_131117_202521_KIWX_479234_Z5.nc,3
train/2013/TOR_131117_202626_KIND_485059_V6.nc,1 2 3
train/2013/TOR_131117_202626_KIND_485071_R1.nc,1 2 3
train/2013/TOR_131117_202910_KPAH_480990_F9.nc,2 3
train/2013/TOR_131117_202910_KPAH_480991_F9.nc,3
train/2013/TOR_131117_202940_KIWX_479234_Z5.nc,2 3
train/2013/TOR_131117_202940_KIWX_485056_K3.nc,3
train/2013/TOR_131117_203122_KIND_482768_S5.nc,2 3
train/2013/TOR_131117_203122_KIND_485071_R1.nc,0 1 2 3
train/2013/TOR_131117_203347_KPAH_480991_F9.nc,2 3
train/2013/TOR_131117_203357_KIWX_485056_K3.nc,2 3
train/2013/TOR_131117_203619_KIND_482729_F7.nc,3
train/2013/TOR_131117_203619_KIND_485071_R1.nc,0 1 2 3
train/2013/TOR_131117_203817_KIWX_479364_A9.nc,3
train/2013/TOR_131117_203825_KPAH_480991_F9.nc,1 2 3
train/2013/TOR_131117_204019_KVWX_480965_O3.nc,3
train/2013/TOR_131117_204111_KIND_482729_F7.nc,2 3
train/2013/TOR_131117_204236_KIWX_479303_A9.nc,3
train/2013/TOR_131117_204236_KIWX_479309_A9.nc,3
train/2013/TOR_131117_204236_KIWX_485933_K3.nc,3
train/2013/TOR_131117_204302_KPAH_480991_F9.nc,0 1 2 3
train/2013/TOR_131117_204302_KPAH_480992_F9.nc,3
train/2013/TOR_131117_204446_KVWX_480965_O3.nc,2 3
train/2013/TOR_131117_204604_KIND_482730_F7.nc,3
train/2013/TOR_131117_204654_KIWX_479309_A9.nc,2 3
train/2013/TOR_131117_204654_KIWX_485933_K3.nc,2 3
train/2013/TOR_131117_204739_KPAH_480992_F9.nc,2 3
train/2013/TOR_131117_204859_KVWX_480965_O3.nc,1 2 3
train/2013/TOR_131117_205101_KIND_482730_F7.nc,2 3
train/2013/TOR_131117_205113_KIWX_485933_K3.nc,1 2 3
train/2013/TOR_131117_205113_KIWX_485934_K3.nc,3
train/2013/TOR_131117_205217_KPAH_480992_F9.nc,1 2 3
train/2013/TOR_131117_205314_KVWX_480965_X1.nc,0 1 2 3
train/2013/TOR_131117_205314_KVWX_480967_X1.nc,3
train/2013/TOR_131117_205531_KIWX_479312_I8.nc,3
train/2013/TOR_131117_205531_KIWX_480458_X8.nc,3
train/2013/TOR_131117_205600_KIND_482728_N4.nc,3
train/2013/TOR_131117_205654_KPAH_480992_F9.nc,1 2 3
train/2013/TOR_131117_205728_KVWX_480967_D4.nc,2 3
train/2013/TOR_131117_210554_KIND_482833_F7.nc,3
train/2013/TOR_131117_210554_KIND_482840_F7.nc,3
train/2013/TOR_131117_211816_KHPX_480968_R3.nc,3
train/2013/TOR_131117_212306_KHPX_480968_U2.nc,2 3
train/2013/TOR_131117_212840_KAPX_484929_N0.nc,3
train/2013/TOR_131117_213247_KHPX_480994_P9.nc,3
train/2013/TOR_131117_213724_KHPX_480994_P9.nc,2 3
train/2013/TOR_131117_214716_KIWX_479256_Q4.nc,3
train/2013/TOR_131117_215125_KHPX_480995_U2.nc,3
train/2013/TOR_131117_215133_KIWX_483071_O5.nc,3
train/2013/TOR_131117_215536_KIWX_483081_O5.nc,2 3
train/2013/TOR_131117_215536_KIWX_483101_O5.nc,3
train/2013/TOR_131117_215926_KIWX_483101_O5.nc,2 3
train/2013/TOR_131117_220314_KIWX_483101_O5.nc,1 2 3
train/2013/TOR_131117_220948_KHPX_478227_P9.nc,3
train/2013/TOR_131117_221423_KHPX_478227_P9.nc,2 3
train/2013/TOR_131117_223405_KCLE_486103_B3.nc,2 3
train/2013/TOR_131117_223409_KDTX_486098_W3.nc,3
train/2013/TOR_131117_223828_KDTX_486098_W3.nc,2 3
train/2013/TOR_131117_224246_KDTX_486098_L0.nc,1 2 3
train/2013/TOR_131117_224704_KDTX_486098_L0.nc,0 1 2 3
train/2013/TOR_131117_224704_KDTX_486099_L0.nc,3
train/2013/TOR_131117_225124_KDTX_486099_L0.nc,2 3
train/2013/TOR_131117_225542_KDTX_486099_W3.nc,1 2 3
train/2013/TOR_131117_230107_KCLE_486100_U5.nc,3
train/2013/TOR_131118_003237_KOHX_484142_T8.nc,2 3
train/2013/TOR_131118_004155_KOHX_484143_W0.nc,3
train/2013/TOR_131118_033638_KHTX_477815_C4.nc,3
train/2013/TOR_131126_151313_KTLH_481709_K7.nc,3
train/2013/TOR_131126_151803_KTLH_481709_K7.nc,2 3
train/2013/TOR_131127_031250_KMHX_480007_V8.nc,3
train/2013/TOR_131127_031732_KMHX_480008_V8.nc,3
train/2013/TOR_131220_224228_KDGX_483341_E0.nc,3
train/2013/TOR_131220_225557_KDGX_483342_E0.nc,3
train/2013/TOR_131221_195822_KLCH_481697_N1.nc,3
train/2013/TOR_131221_202152_KLCH_481698_F4.nc,3
train/2013/TOR_131221_205004_KLCH_481699_U4.nc,3
train/2013/TOR_131221_211313_KNQA_484464_C5.nc,3
train/2013/TOR_131221_211754_KNQA_484464_C5.nc,2 3
train/2013/TOR_131221_212236_KNQA_484464_C5.nc,1 2 3
train/2013/TOR_131221_212716_KNQA_484464_O8.nc,0 1 2 3
train/2013/TOR_131221_225328_KLZK_483368_S4.nc,2 3
train/2013/TOR_131221_225834_KLZK_486276_U7.nc,3
train/2013/TOR_131221_225834_KLZK_490824_U7.nc,3
train/2013/TOR_131221_230339_KLZK_486276_U7.nc,2 3
train/2013/TOR_131221_230846_KLZK_486276_V1.nc,1 2 3
train/2013/TOR_131221_231354_KLZK_486276_U7.nc,0 1 2 3
train/2013/TOR_131221_231901_KLZK_486276_S4.nc,0 1 2 3
train/2013/TOR_131221_231952_KNQA_484469_E2.nc,3
train/2013/TOR_131221_232407_KLZK_486276_V9.nc,0 1 2 3
train/2013/TOR_131221_232434_KNQA_484469_E2.nc,2 3
train/2013/TOR_131221_232912_KLZK_486276_S4.nc,0 1 2 3
train/2013/TOR_131221_232916_KNQA_484469_C9.nc,1 2 3
train/2013/TOR_131221_233117_KPAH_483158_U9.nc,3
train/2013/TOR_131221_233840_KNQA_484471_C9.nc,3
train/2013/TOR_131221_234322_KNQA_484471_C9.nc,2 3
train/2013/TOR_131221_235728_KNQA_485065_C9.nc,3
train/2013/TOR_131222_000208_KNQA_485067_R5.nc,2 3
train/2013/TOR_131222_001130_KNQA_488383_R5.nc,3
train/2013/TOR_131222_001610_KNQA_488383_R5.nc,2 3
train/2013/TOR_131222_040523_KLVX_481314_D8.nc,3
train/2013/TOR_131222_041001_KLVX_481314_D8.nc,2 3
train/2013/TOR_131222_042726_KILN_481315_V2.nc,3
train/2013/TOR_131222_043144_KILN_481315_V2.nc,2 3
train/2013/TOR_131222_043939_KJKL_481316_M1.nc,3
train/2013/TOR_131222_044357_KJKL_481316_M1.nc,2 3
train/2014/TOR_140111_123540_KFFC_496343_P0.nc,3
train/2014/TOR_140111_124021_KFFC_496343_P0.nc,2 3
train/2014/TOR_140111_203237_KAKQ_498189_O0.nc,3
train/2014/TOR_140111_203237_KAKQ_498194_O0.nc,3
train/2014/TOR_140111_205058_KAKQ_498208_Y2.nc,3
train/2014/TOR_140221_171140_KLWX_556824_Z8.nc,3
train/2014/TOR_140221_171542_KLTX_500978_M6.nc,3
train/2014/TOR_140221_172052_KLWX_502219_Z8.nc,3
train/2014/TOR_140221_172521_KLWX_502219_Z8.nc,2 3
train/2014/TOR_140221_172936_KLWX_502219_Z8.nc,1 2 3
train/2014/TOR_140221_173420_KLWX_502219_Z8.nc,1 2 3
train/2014/TOR_140221_173941_KLTX_503469_Y8.nc,3
train/2014/TOR_140221_182558_KRAX_501491_I8.nc,3
train/2014/TOR_140221_183039_KRAX_501491_I8.nc,2 3
train/2014/TOR_140301_021506_KDAX_500374_W9.nc,3
train/2014/TOR_140301_021924_KDAX_500374_W9.nc,2 3
train/2014/TOR_140301_194055_KIWA_494705_I0.nc,3
train/2014/TOR_140301_194541_KIWA_494705_K0.nc,2 3
train/2014/TOR_140306_165902_KTBW_493361_P8.nc,3
train/2014/TOR_140306_173559_KTBW_493362_O4.nc,3
train/2014/TOR_140306_192745_KAMX_495142_K0.nc,3
train/2014/TOR_140327_002213_KDAX_508192_I7.nc,3
train/2014/TOR_140327_002631_KDAX_508192_I7.nc,2 3
train/2014/TOR_140327_010933_KDAX_508191_I7.nc,3
train/2014/TOR_140327_011352_KDAX_508191_I7.nc,2 3
train/2014/TOR_140327_011811_KDAX_508191_I7.nc,1 2 3
train/2014/TOR_140327_214303_KDMX_497549_F4.nc,2 3
train/2014/TOR_140329_022533_KPOE_500801_P2.nc,2 3
train/2014/TOR_140329_181922_KMLB_498063_Z9.nc,3
train/2014/TOR_140329_182341_KMLB_498063_Z9.nc,2 3
train/2014/TOR_140330_005712_KRAX_506127_C2.nc,3
train/2014/TOR_140330_010632_KRAX_506130_C2.nc,3
train/2014/TOR_140331_204933_KFSD_508404_G0.nc,3
train/2014/TOR_140331_205353_KFSD_508404_G0.nc,2 3
train/2014/TOR_140331_205812_KFSD_508404_G0.nc,1 2 3
train/2014/TOR_140331_205812_KFSD_517378_G0.nc,3
train/2014/TOR_140331_210231_KFSD_517378_G0.nc,2 3
train/2014/TOR_140331_210650_KFSD_517378_G0.nc,1 2 3
train/2014/TOR_140331_211109_KFSD_517378_J0.nc,1 2 3
train/2014/TOR_140403_012348_KINX_508482_L0.nc,3
train/2014/TOR_140403_102021_KLSX_509084_U7.nc,3
train/2014/TOR_140403_133128_KVWX_504426_I9.nc,3
train/2014/TOR_140404_005610_KPAH_504231_P7.nc,3
train/2014/TOR_140404_013853_KPAH_504201_P0.nc,3
train/2014/TOR_140404_015142_KPAH_504203_P0.nc,3
train/2014/TOR_140404_015558_KPAH_504203_P0.nc,2 3
train/2014/TOR_140404_020014_KPAH_504204_P0.nc,3
train/2014/TOR_140404_020014_KPAH_504235_X0.nc,3
train/2014/TOR_140404_020014_KPAH_504499_X0.nc,3
train/2014/TOR_140404_020431_KPAH_504204_P0.nc,2 3
train/2014/TOR_140404_020431_KPAH_504499_X0.nc,2 3
train/2014/TOR_140404_020847_KPAH_504499_X0.nc,1 2 3
train/2014/TOR_140404_021302_KPAH_504499_X0.nc,0 1 2 3
train/2014/TOR_140404_022549_KPAH_504468_P0.nc,3
train/2014/TOR_140404_023850_KNQA_504239_L1.nc,3
train/2014/TOR_140404_024330_KNQA_504239_L1.nc,2 3
train/2014/TOR_140404_024811_KNQA_504239_L1.nc,1 2 3
train/2014/TOR_140404_122225_KLCH_511995_B7.nc,3
train/2014/TOR_140404_122706_KLCH_511995_B7.nc,2 3
train/2014/TOR_140404_130923_KLCH_511998_J1.nc,3
train/2014/TOR_140413_204655_KSHV_501736_P4.nc,3
train/2014/TOR_140413_225405_KDVN_504405_A8.nc,3
train/2014/TOR_140413_225824_KDVN_504405_A8.nc,2 3
train/2014/TOR_140413_230009_KTLX_510244_H5.nc,2 3
train/2014/TOR_140414_014608_KSRX_515690_L5.nc,3
train/2014/TOR_140414_015024_KSRX_515690_Z0.nc,2 3
train/2014/TOR_140425_034448_KPAH_506501_B6.nc,3
train/2014/TOR_140425_034925_KPAH_506501_B6.nc,2 3
train/2014/TOR_140425_203939_KRAX_505507_F4.nc,2 3
train/2014/TOR_140425_204421_KRAX_505633_F4.nc,3
train/2014/TOR_140425_204902_KRAX_505633_F4.nc,2 3
train/2014/TOR_140425_231911_KAKQ_512776_I6.nc,3
train/2014/TOR_140425_232146_KMHX_505634_M3.nc,3
train/2014/TOR_140425_232351_KAKQ_512777_I6.nc,2 3
train/2014/TOR_140425_232832_KAKQ_512777_I6.nc,1 2 3
train/2014/TOR_140425_233313_KAKQ_512777_I6.nc,1 2 3
train/2014/TOR_140425_233313_KAKQ_512783_I6.nc,3
train/2014/TOR_140425_233549_KMHX_505635_M3.nc,3
train/2014/TOR_140425_233754_KAKQ_512783_B0.nc,2 3
train/2014/TOR_140425_233754_KAKQ_512792_Y8.nc,3
train/2014/TOR_140425_234030_KMHX_505635_M3.nc,2 3
train/2014/TOR_140425_234237_KAKQ_512783_B0.nc,1 2 3
train/2014/TOR_140425_234237_KAKQ_512795_Y8.nc,2 3
train/2014/TOR_140425_234512_KMHX_505635_M3.nc,1 2 3
train/2014/TOR_140425_234718_KAKQ_512783_B0.nc,0 1 2 3
train/2014/TOR_140425_234718_KAKQ_512795_Y8.nc,2 3
train/2014/TOR_140425_234953_KMHX_505635_M3.nc,0 1 2 3
train/2014/TOR_140425_235159_KAKQ_512774_N0.nc,2 3
train/2014/TOR_140425_235159_KAKQ_512783_B0.nc,0 1 2 3
train/2014/TOR_140425_235159_KAKQ_512795_N0.nc,1 2 3
train/2014/TOR_140425_235434_KMHX_505635_M3.nc,0 1 2 3
train/2014/TOR_140425_235639_KAKQ_512774_N0.nc,1 2 3
train/2014/TOR_140425_235639_KAKQ_512783_B0.nc,0 1 2 3
train/2014/TOR_140425_235639_KAKQ_512795_N0.nc,0 1 2 3
train/2014/TOR_140425_235915_KMHX_505635_M3.nc,0 1 2 3
train/2014/TOR_140426_000120_KAKQ_512774_N0.nc,1 2 3
train/2014/TOR_140426_000120_KAKQ_512783_B0.nc,0 1 2 3
train/2014/TOR_140426_000120_KAKQ_512787_B0.nc,3
train/2014/TOR_140426_000120_KAKQ_512795_B0.nc,0 1 2 3
train/2014/TOR_140426_000120_KAKQ_512796_B0.nc,3
train/2014/TOR_140426_000356_KMHX_505635_M3.nc,0 1 2 3
train/2014/TOR_140426_000604_KAKQ_512774_B0.nc,0 1 2 3
train/2014/TOR_140426_000604_KAKQ_512787_B0.nc,2 3
train/2014/TOR_140426_000604_KAKQ_512796_B0.nc,2 3
train/2014/TOR_140426_000838_KMHX_505635_M3.nc,0 1 2 3
train/2014/TOR_140426_001046_KAKQ_512774_N0.nc,0 1 2 3
train/2014/TOR_140426_001046_KAKQ_512787_B0.nc,1 2 3
train/2014/TOR_140426_001046_KAKQ_512796_N0.nc,1 2 3
train/2014/TOR_140426_001046_KAKQ_517807_B0.nc,3
train/2014/TOR_140426_001529_KAKQ_512787_B0.nc,0 1 2 3
train/2014/TOR_140426_001529_KAKQ_512796_N0.nc,0 1 2 3
train/2014/TOR_140426_001529_KAKQ_512797_N0.nc,3
train/2014/TOR_140426_002010_KAKQ_512797_B0.nc,2 3
train/2014/TOR_140426_002450_KAKQ_512797_N0.nc,1 2 3
train/2014/TOR_140426_002930_KAKQ_512579_F2.nc,3
train/2014/TOR_140426_002930_KAKQ_512797_N0.nc,0 1 2 3
train/2014/TOR_140429_234928_KRAX_505771_A8.nc,3
train/2014/TOR_140430_064227_KEVX_515067_X3.nc,3
train/2014/TOR_140430_064654_KEVX_515067_Q1.nc,2 3
train/2014/TOR_140430_065121_KEVX_515067_Q1.nc,1 2 3
train/2014/TOR_140430_065121_KEVX_515071_Q1.nc,3
train/2014/TOR_140430_065547_KEVX_515071_Q1.nc,2 3
train/2014/TOR_140430_070012_KEVX_515071_O3.nc,1 2 3
train/2014/TOR_140506_200522_KRIW_506456_O0.nc,3
train/2014/TOR_140506_200522_KRIW_509167_O0.nc,3
train/2014/TOR_140506_200944_KRIW_506456_O0.nc,2 3
train/2014/TOR_140506_200944_KRIW_509167_O0.nc,2 3
train/2014/TOR_140507_211459_KFTG_513659_X0.nc,3
train/2014/TOR_140507_211939_KFTG_513659_X0.nc,2 3
train/2014/TOR_140507_212418_KFTG_513659_X0.nc,1 2 3
train/2014/TOR_140507_222019_KFTG_513655_M3.nc,3
train/2014/TOR_140507_222500_KFTG_513655_M3.nc,2 3
train/2014/TOR_140507_222940_KFTG_513655_M3.nc,1 2 3
train/2014/TOR_140508_000255_KFDR_521862_O5.nc,3
train/2014/TOR_140508_000819_KFDR_521846_W6.nc,2 3
train/2014/TOR_140508_201403_KFWS_520186_L6.nc,3
train/2014/TOR_140508_215258_KMPX_517398_V0.nc,2 3
train/2014/TOR_140508_220948_KMPX_517411_V0.nc,3
train/2014/TOR_140508_220948_KMPX_517412_V0.nc,3
train/2014/TOR_140508_220948_KMPX_517413_V0.nc,3
train/2014/TOR_140508_221410_KMPX_517413_V0.nc,2 3
train/2014/TOR_140509_014606_KLZK_505725_W1.nc,2 3
train/2014/TOR_140510_174721_KSFX_521562_D0.nc,3
train/2014/TOR_140510_175140_KSFX_521562_D0.nc,2 3
train/2014/TOR_140510_200737_KEOX_509698_L1.nc,3
train/2014/TOR_140510_201215_KEOX_509698_L1.nc,2 3
train/2014/TOR_140510_201653_KEOX_509698_L1.nc,1 2 3
train/2014/TOR_140510_221507_KEAX_506417_D1.nc,3
train/2014/TOR_140510_221507_KEAX_510925_D1.nc,3
train/2014/TOR_140510_221945_KEAX_506417_D1.nc,2 3
train/2014/TOR_140510_222425_KEAX_506417_D1.nc,1 2 3
train/2014/TOR_140510_222904_KEAX_506417_D1.nc,0 1 2 3
train/2014/TOR_140510_223343_KEAX_506417_D1.nc,0 1 2 3
train/2014/TOR_140510_224300_KEAX_506417_D1.nc,0 1 2 3
train/2014/TOR_140510_224740_KEAX_506417_D1.nc,0 1 2 3
train/2014/TOR_140510_225218_KEAX_506417_D1.nc,0 1 2 3
train/2014/TOR_140510_230135_KEAX_506418_D1.nc,2 3
train/2014/TOR_140511_002510_KEAX_506419_D1.nc,3
train/2014/TOR_140511_002948_KEAX_506419_D1.nc,2 3
train/2014/TOR_140511_003905_KEAX_506419_D1.nc,0 1 2 3
train/2014/TOR_140511_004343_KEAX_506419_D1.nc,0 1 2 3
train/2014/TOR_140511_011501_KICT_516264_V3.nc,3
train/2014/TOR_140511_202623_KUEX_510466_D0.nc,3
train/2014/TOR_140511_205128_KUEX_510467_D0.nc,3
train/2014/TOR_140511_205627_KUEX_510467_K1.nc,2 3
train/2014/TOR_140511_210127_KUEX_510467_K1.nc,1 2 3
train/2014/TOR_140511_210628_KUEX_510467_D0.nc,0 1 2 3
train/2014/TOR_140511_211129_KUEX_510467_D0.nc,0 1 2 3
train/2014/TOR_140511_211628_KUEX_510467_D0.nc,0 1 2 3
train/2014/TOR_140511_212128_KUEX_510467_D0.nc,0 1 2 3
train/2014/TOR_140511_212627_KUEX_510467_D0.nc,0 1 2 3
train/2014/TOR_140511_212627_KUEX_510468_D0.nc,3
train/2014/TOR_140511_212627_KUEX_510469_Y1.nc,3
train/2014/TOR_140511_212627_KUEX_510470_Y1.nc,3
train/2014/TOR_140511_213127_KUEX_510470_Y1.nc,2 3
